DATE,TOTAL,TIME,PM2.5,SO2_TIME,Location,YEAR,SO2
2018-02-01,4,2018-02-01 00:00:00,8.1391992e-08,2018-02-01 00:00:00,STATION 9,2018,
2018-03-01,3,2018-03-01 00:00:00,4.93491105e-08,2018-03-01 00:00:00,STATION 9,2018,
2018-04-01,3,2018-04-01 00:00:00,5.43672875e-08,2018-04-01 00:00:00,STATION 9,2018,
2018-05-01,2,2018-05-01 00:00:00,2.7111635e-08,2018-05-01 00:00:00,STATION 9,2018,
2018-06-01,2,2018-06-01 00:00:00,2.04694043e-08,2018-06-01 00:00:00,STATION 9,2018,
2018-07-01,4,2018-07-01 00:00:00,1.48636758e-08,2018-07-01 00:00:00,STATION 9,2018,
2018-08-01,3,2018-08-01 00:00:00,1.01807696e-08,2018-08-01 00:00:00,STATION 9,2018,
2018-09-01,5,2018-09-01 00:00:00,1.39694698e-08,2018-09-01 00:00:00,STATION 9,2018,
2018-10-01,5,2018-10-01 00:00:00,2.38738641e-08,2018-10-01 00:00:00,STATION 9,2018,
2018-11-01,3,2018-11-01 00:00:00,4.50371624e-08,2018-11-01 00:00:00,STATION 9,2018,
2018-12-01,5,2018-12-01 00:00:00,1.2770333e-07,2018-12-01 00:00:00,STATION 9,2018,
2019-01-01,5,2019-01-01 00:00:00,8.26466515e-08,2019-01-01 00:00:00,STATION 9,2019,
2019-02-01,2,2019-02-01 00:00:00,9.65842867e-08,2019-02-01 00:00:00,STATION 9,2019,
2019-03-01,2,2019-03-01 00:00:00,5.43386668e-08,2019-03-01 00:00:00,STATION 9,2019,
2019-04-01,0,2019-04-01 00:00:00,4.11640151e-08,2019-04-01 00:00:00,STATION 9,2019,
2019-05-01,1,2019-05-01 00:00:00,2.61138741e-08,2019-05-01 00:00:00,STATION 9,2019,
2019-06-01,7,2019-06-01 00:00:00,1.66367817e-08,2019-06-01 00:00:00,STATION 9,2019,
2019-07-01,3,2019-07-01 00:00:00,1.40294992e-08,2019-07-01 00:00:00,STATION 9,2019,
2019-08-01,2,2019-08-01 00:00:00,1.04445611e-08,2019-08-01 00:00:00,STATION 9,2019,
2019-09-01,2,2019-09-01 00:00:00,1.78979968e-08,2019-09-01 00:00:00,STATION 9,2019,
2019-10-01,2,2019-10-01 00:00:00,1.77497807e-08,2019-10-01 00:00:00,STATION 9,2019,
2019-11-01,4,2019-11-01 00:00:00,3.82132073e-08,2019-11-01 00:00:00,STATION 9,2019,
2019-12-01,1,2019-12-01 00:00:00,7.07946749e-08,2019-12-01 00:00:00,STATION 9,2019,
2020-01-01,10,2020-01-01 00:00:00,1.68300095e-07,2020-01-01 00:00:00,STATION 9,2020,
2020-02-01,10,2020-02-01 00:00:00,1.48137954e-07,2020-02-01 00:00:00,STATION 9,2020,
2020-03-01,5,2020-03-01 00:00:00,5.5086684e-08,2020-03-01 00:00:00,STATION 9,2020,
2020-04-01,4,2020-04-01 00:00:00,4.2954255e-08,2020-04-01 00:00:00,STATION 9,2020,
2020-05-01,4,2020-05-01 00:00:00,2.74852912e-08,2020-05-01 00:00:00,STATION 9,2020,
2020-06-01,1,2020-06-01 00:00:00,1.97849378e-08,2020-06-01 00:00:00,STATION 9,2020,
2020-07-01,3,2020-07-01 00:00:00,1.27796988e-08,2020-07-01 00:00:00,STATION 9,2020,
2020-08-01,3,2020-08-01 00:00:00,1.08205528e-08,2020-08-01 00:00:00,STATION 9,2020,
2020-09-01,2,2020-09-01 00:00:00,1.24297672e-08,2020-09-01 00:00:00,STATION 9,2020,
2020-10-01,9,2020-10-01 00:00:00,2.69864397e-08,2020-10-01 00:00:00,STATION 9,2020,
2020-11-01,3,2020-11-01 00:00:00,6.02686209e-08,2020-11-01 00:00:00,STATION 9,2020,
2020-12-01,2,2020-12-01 00:00:00,6.30343032e-08,2020-12-01 00:00:00,STATION 9,2020,
2021-01-01,4,2021-01-01 00:00:00,8.65628215e-08,2021-01-01 00:00:00,STATION 9,2021,
2021-02-01,1,2021-02-01 00:00:00,1.4204247e-07,2021-02-01 00:00:00,STATION 9,2021,
2021-03-01,0,2021-03-01 00:00:00,8.28883999e-08,2021-03-01 00:00:00,STATION 9,2021,
2021-04-01,2,2021-04-01 00:00:00,5.1972617e-08,2021-04-01 00:00:00,STATION 9,2021,
2021-05-01,4,2021-05-01 00:00:00,2.42299942e-08,2021-05-01 00:00:00,STATION 9,2021,
2021-06-01,4,2021-06-01 00:00:00,2.12482209e-08,2021-06-01 00:00:00,STATION 9,2021,
2021-07-01,2,2021-07-01 00:00:00,1.72878218e-08,2021-07-01 00:00:00,STATION 9,2021,
2021-08-01,1,2021-08-01 00:00:00,1.25495315e-08,2021-08-01 00:00:00,STATION 9,2021,
2021-09-01,0,2021-09-01 00:00:00,1.89757058e-08,2021-09-01 00:00:00,STATION 9,2021,
2021-10-01,2,2021-10-01 00:00:00,2.54646728e-08,2021-10-01 00:00:00,STATION 9,2021,
2021-11-01,17,2021-11-01 00:00:00,3.34401988e-08,2021-11-01 00:00:00,STATION 9,2021,
2021-12-01,6,2021-12-01 00:00:00,1.25316221e-07,2021-12-01 00:00:00,STATION 9,2021,
2022-01-01,2,2022-01-01 00:00:00,1.25502952e-07,2022-01-01 00:00:00,STATION 9,2022,
2022-02-01,2,2022-02-01 00:00:00,1.29016917e-07,2022-02-01 00:00:00,STATION 9,2022,
2022-03-01,8,2022-03-01 00:00:00,7.71033939e-08,2022-03-01 00:00:00,STATION 9,2022,
2022-04-01,5,2022-04-01 00:00:00,4.10496467e-08,2022-04-01 00:00:00,STATION 9,2022,
2022-05-01,3,2022-05-01 00:00:00,3.37044682e-08,2022-05-01 00:00:00,STATION 9,2022,
2022-06-01,15,2022-06-01 00:00:00,2.33278818e-08,2022-06-01 00:00:00,STATION 9,2022,
2022-07-01,2,2022-07-01 00:00:00,1.6734959e-08,2022-07-01 00:00:00,STATION 9,2022,
2022-08-01,0,2022-08-01 00:00:00,1.22115297e-08,2022-08-01 00:00:00,STATION 9,2022,
2022-09-01,8,2022-09-01 00:00:00,1.21732353e-08,2022-09-01 00:00:00,STATION 9,2022,
2022-10-01,1,2022-10-01 00:00:00,3.77898135e-08,2022-10-01 00:00:00,STATION 9,2022,
2022-11-01,1,2022-11-01 00:00:00,5.15815787e-08,2022-11-01 00:00:00,STATION 9,2022,
2022-12-01,9,2022-12-01 00:00:00,7.75034109e-08,2022-12-01 00:00:00,STATION 9,2022,
2018-01-01,13,2018-01-01 00:00:00,1.5795572e-07,2018-01-01 00:00:00,STATION 10,2018,
2018-02-01,8,2018-02-01 00:00:00,8.01838552e-08,2018-02-01 00:00:00,STATION 10,2018,
2018-03-01,19,2018-03-01 00:00:00,4.79184784e-08,2018-03-01 00:00:00,STATION 10,2018,
2018-04-01,11,2018-04-01 00:00:00,5.26643829e-08,2018-04-01 00:00:00,STATION 10,2018,
2018-05-01,6,2018-05-01 00:00:00,2.58259401e-08,2018-05-01 00:00:00,STATION 10,2018,
2018-06-01,14,2018-06-01 00:00:00,1.89477434e-08,2018-06-01 00:00:00,STATION 10,2018,
2018-07-01,13,2018-07-01 00:00:00,1.34416454e-08,2018-07-01 00:00:00,STATION 10,2018,
2018-08-01,12,2018-08-01 00:00:00,9.22291003e-09,2018-08-01 00:00:00,STATION 10,2018,
2018-09-01,13,2018-09-01 00:00:00,1.31425144e-08,2018-09-01 00:00:00,STATION 10,2018,
2018-10-01,4,2018-10-01 00:00:00,2.32145893e-08,2018-10-01 00:00:00,STATION 10,2018,
2018-11-01,22,2018-11-01 00:00:00,4.21994032e-08,2018-11-01 00:00:00,STATION 10,2018,
2018-12-01,13,2018-12-01 00:00:00,1.30419748e-07,2018-12-01 00:00:00,STATION 10,2018,
2019-01-01,0,2019-01-01 00:00:00,8.64288359e-08,2019-01-01 00:00:00,STATION 10,2019,
2019-02-01,0,2019-02-01 00:00:00,1.00151219e-07,2019-02-01 00:00:00,STATION 10,2019,
2019-03-01,0,2019-03-01 00:00:00,5.55220341e-08,2019-03-01 00:00:00,STATION 10,2019,
2019-04-01,0,2019-04-01 00:00:00,4.01977315e-08,2019-04-01 00:00:00,STATION 10,2019,
2019-05-01,0,2019-05-01 00:00:00,2.47205198e-08,2019-05-01 00:00:00,STATION 10,2019,
2019-06-01,0,2019-06-01 00:00:00,1.55974991e-08,2019-06-01 00:00:00,STATION 10,2019,
2019-07-01,0,2019-07-01 00:00:00,1.27469385e-08,2019-07-01 00:00:00,STATION 10,2019,
2019-08-01,0,2019-08-01 00:00:00,9.16365668e-09,2019-08-01 00:00:00,STATION 10,2019,
2019-09-01,0,2019-09-01 00:00:00,1.64477285e-08,2019-09-01 00:00:00,STATION 10,2019,
2019-10-01,0,2019-10-01 00:00:00,1.70632501e-08,2019-10-01 00:00:00,STATION 10,2019,
2019-11-01,0,2019-11-01 00:00:00,3.55451525e-08,2019-11-01 00:00:00,STATION 10,2019,
2019-12-01,0,2019-12-01 00:00:00,6.82761899e-08,2019-12-01 00:00:00,STATION 10,2019,
2020-01-01,0,2020-01-01 00:00:00,1.69937078e-07,2020-01-01 00:00:00,STATION 10,2020,
2020-02-01,23,2020-02-01 00:00:00,1.49635061e-07,2020-02-01 00:00:00,STATION 10,2020,
2020-03-01,8,2020-03-01 00:00:00,5.6197452e-08,2020-03-01 00:00:00,STATION 10,2020,
2020-04-01,5,2020-04-01 00:00:00,4.33414629e-08,2020-04-01 00:00:00,STATION 10,2020,
2020-05-01,2,2020-05-01 00:00:00,2.64212516e-08,2020-05-01 00:00:00,STATION 10,2020,
2020-06-01,1,2020-06-01 00:00:00,1.82484697e-08,2020-06-01 00:00:00,STATION 10,2020,
2020-07-01,2,2020-07-01 00:00:00,1.13191405e-08,2020-07-01 00:00:00,STATION 10,2020,
2020-08-01,14,2020-08-01 00:00:00,1.01301114e-08,2020-08-01 00:00:00,STATION 10,2020,
2020-09-01,8,2020-09-01 00:00:00,1.20020265e-08,2020-09-01 00:00:00,STATION 10,2020,
2020-10-01,9,2020-10-01 00:00:00,2.6477059e-08,2020-10-01 00:00:00,STATION 10,2020,
2020-11-01,16,2020-11-01 00:00:00,5.809249e-08,2020-11-01 00:00:00,STATION 10,2020,
2020-12-01,17,2020-12-01 00:00:00,6.50955657e-08,2020-12-01 00:00:00,STATION 10,2020,
2021-01-01,14,2021-01-01 00:00:00,8.65783981e-08,2021-01-01 00:00:00,STATION 10,2021,
2021-02-01,0,2021-02-01 00:00:00,1.44504278e-07,2021-02-01 00:00:00,STATION 10,2021,
2021-03-01,1,2021-03-01 00:00:00,8.20623368e-08,2021-03-01 00:00:00,STATION 10,2021,
2021-04-01,5,2021-04-01 00:00:00,5.06170358e-08,2021-04-01 00:00:00,STATION 10,2021,
2021-05-01,10,2021-05-01 00:00:00,2.32330915e-08,2021-05-01 00:00:00,STATION 10,2021,
2021-06-01,2,2021-06-01 00:00:00,2.08108025e-08,2021-06-01 00:00:00,STATION 10,2021,
2021-07-01,0,2021-07-01 00:00:00,1.65971788e-08,2021-07-01 00:00:00,STATION 10,2021,
2021-08-01,0,2021-08-01 00:00:00,1.14063014e-08,2021-08-01 00:00:00,STATION 10,2021,
2021-09-01,7,2021-09-01 00:00:00,1.80816173e-08,2021-09-01 00:00:00,STATION 10,2021,
2021-10-01,8,2021-10-01 00:00:00,2.45120768e-08,2021-10-01 00:00:00,STATION 10,2021,
2021-11-01,7,2021-11-01 00:00:00,3.22171663e-08,2021-11-01 00:00:00,STATION 10,2021,
2021-12-01,4,2021-12-01 00:00:00,1.22918214e-07,2021-12-01 00:00:00,STATION 10,2021,
2022-01-01,16,2022-01-01 00:00:00,1.27431897e-07,2022-01-01 00:00:00,STATION 10,2022,
2022-02-01,6,2022-02-01 00:00:00,1.31640403e-07,2022-02-01 00:00:00,STATION 10,2022,
2022-03-01,15,2022-03-01 00:00:00,8.15776015e-08,2022-03-01 00:00:00,STATION 10,2022,
2022-04-01,16,2022-04-01 00:00:00,3.95757979e-08,2022-04-01 00:00:00,STATION 10,2022,
2022-05-01,16,2022-05-01 00:00:00,3.3634217e-08,2022-05-01 00:00:00,STATION 10,2022,
2022-06-01,17,2022-06-01 00:00:00,2.17913276e-08,2022-06-01 00:00:00,STATION 10,2022,
2022-07-01,8,2022-07-01 00:00:00,1.56524328e-08,2022-07-01 00:00:00,STATION 10,2022,
2022-08-01,2,2022-08-01 00:00:00,1.10602273e-08,2022-08-01 00:00:00,STATION 10,2022,
2022-09-01,9,2022-09-01 00:00:00,1.13030715e-08,2022-09-01 00:00:00,STATION 10,2022,
2022-10-01,1,2022-10-01 00:00:00,3.73129338e-08,2022-10-01 00:00:00,STATION 10,2022,
2022-11-01,19,2022-11-01 00:00:00,5.18658251e-08,2022-11-01 00:00:00,STATION 10,2022,
2022-12-01,23,2022-12-01 00:00:00,7.61892568e-08,2022-12-01 00:00:00,STATION 10,2022,
2018-01-01,47,2018-01-01 00:00:00,1.60995293e-07,2018-01-01 00:00:00,STATION11,2018,
2018-02-01,35,2018-02-01 00:00:00,8.35271366e-08,2018-02-01 00:00:00,STATION11,2018,
2018-03-01,33,2018-03-01 00:00:00,5.27040335e-08,2018-03-01 00:00:00,STATION11,2018,
2018-04-01,27,2018-04-01 00:00:00,5.59348595e-08,2018-04-01 00:00:00,STATION11,2018,
2018-05-01,36,2018-05-01 00:00:00,2.89099112e-08,2018-05-01 00:00:00,STATION11,2018,
2018-06-01,64,2018-06-01 00:00:00,2.20097707e-08,2018-06-01 00:00:00,STATION11,2018,
2018-07-01,63,2018-07-01 00:00:00,1.52159419e-08,2018-07-01 00:00:00,STATION11,2018,
2018-08-01,46,2018-08-01 00:00:00,1.06697429e-08,2018-08-01 00:00:00,STATION11,2018,
2018-09-01,44,2018-09-01 00:00:00,1.54043072e-08,2018-09-01 00:00:00,STATION11,2018,
2018-10-01,73,2018-10-01 00:00:00,2.70748488e-08,2018-10-01 00:00:00,STATION11,2018,
2018-11-01,44,2018-11-01 00:00:00,4.39544396e-08,2018-11-01 00:00:00,STATION11,2018,
2018-12-01,51,2018-12-01 00:00:00,1.35089127e-07,2018-12-01 00:00:00,STATION11,2018,
2019-01-01,45,2019-01-01 00:00:00,8.3719287e-08,2019-01-01 00:00:00,STATION11,2019,
2019-02-01,65,2019-02-01 00:00:00,9.97908053e-08,2019-02-01 00:00:00,STATION11,2019,
2019-03-01,42,2019-03-01 00:00:00,5.41854891e-08,2019-03-01 00:00:00,STATION11,2019,
2019-04-01,43,2019-04-01 00:00:00,4.44067475e-08,2019-04-01 00:00:00,STATION11,2019,
2019-05-01,49,2019-05-01 00:00:00,2.69984134e-08,2019-05-01 00:00:00,STATION11,2019,
2019-06-01,39,2019-06-01 00:00:00,1.70229656e-08,2019-06-01 00:00:00,STATION11,2019,
2019-07-01,42,2019-07-01 00:00:00,1.39831614e-08,2019-07-01 00:00:00,STATION11,2019,
2019-08-01,47,2019-08-01 00:00:00,1.05597005e-08,2019-08-01 00:00:00,STATION11,2019,
2019-09-01,49,2019-09-01 00:00:00,1.9670502e-08,2019-09-01 00:00:00,STATION11,2019,
2019-10-01,34,2019-10-01 00:00:00,1.92047438e-08,2019-10-01 00:00:00,STATION11,2019,
2019-11-01,31,2019-11-01 00:00:00,3.63567403e-08,2019-11-01 00:00:00,STATION11,2019,
2019-12-01,39,2019-12-01 00:00:00,6.97023356e-08,2019-12-01 00:00:00,STATION11,2019,
2020-01-01,27,2020-01-01 00:00:00,1.70257188e-07,2020-01-01 00:00:00,STATION11,2020,
2020-02-01,24,2020-02-01 00:00:00,1.54495817e-07,2020-02-01 00:00:00,STATION11,2020,
2020-03-01,26,2020-03-01 00:00:00,5.68415849e-08,2020-03-01 00:00:00,STATION11,2020,
2020-04-01,20,2020-04-01 00:00:00,4.5832909e-08,2020-04-01 00:00:00,STATION11,2020,
2020-05-01,18,2020-05-01 00:00:00,2.98083859e-08,2020-05-01 00:00:00,STATION11,2020,
2020-06-01,32,2020-06-01 00:00:00,2.07590162e-08,2020-06-01 00:00:00,STATION11,2020,
2020-07-01,17,2020-07-01 00:00:00,1.27344745e-08,2020-07-01 00:00:00,STATION11,2020,
2020-08-01,17,2020-08-01 00:00:00,1.0622354e-08,2020-08-01 00:00:00,STATION11,2020,
2020-09-01,16,2020-09-01 00:00:00,1.45356218e-08,2020-09-01 00:00:00,STATION11,2020,
2020-10-01,16,2020-10-01 00:00:00,2.94651913e-08,2020-10-01 00:00:00,STATION11,2020,
2020-11-01,21,2020-11-01 00:00:00,6.51415814e-08,2020-11-01 00:00:00,STATION11,2020,
2020-12-01,23,2020-12-01 00:00:00,6.42328425e-08,2020-12-01 00:00:00,STATION11,2020,
2021-01-01,20,2021-01-01 00:00:00,9.24334967e-08,2021-01-01 00:00:00,STATION11,2021,
2021-02-01,25,2021-02-01 00:00:00,1.41538745e-07,2021-02-01 00:00:00,STATION11,2021,
2021-03-01,17,2021-03-01 00:00:00,8.71711295e-08,2021-03-01 00:00:00,STATION11,2021,
2021-04-01,19,2021-04-01 00:00:00,5.28417864e-08,2021-04-01 00:00:00,STATION11,2021,
2021-05-01,36,2021-05-01 00:00:00,2.54140756e-08,2021-05-01 00:00:00,STATION11,2021,
2021-06-01,41,2021-06-01 00:00:00,2.2363815e-08,2021-06-01 00:00:00,STATION11,2021,
2021-07-01,54,2021-07-01 00:00:00,1.77447241e-08,2021-07-01 00:00:00,STATION11,2021,
2021-08-01,34,2021-08-01 00:00:00,1.2636337e-08,2021-08-01 00:00:00,STATION11,2021,
2021-09-01,36,2021-09-01 00:00:00,2.07492685e-08,2021-09-01 00:00:00,STATION11,2021,
2021-10-01,39,2021-10-01 00:00:00,2.86619541e-08,2021-10-01 00:00:00,STATION11,2021,
2021-11-01,38,2021-11-01 00:00:00,3.62206168e-08,2021-11-01 00:00:00,STATION11,2021,
2021-12-01,37,2021-12-01 00:00:00,1.36301594e-07,2021-12-01 00:00:00,STATION11,2021,
2022-01-01,35,2022-01-01 00:00:00,1.24416888e-07,2022-01-01 00:00:00,STATION11,2022,
2022-02-01,28,2022-02-01 00:00:00,1.34912165e-07,2022-02-01 00:00:00,STATION11,2022,
2022-03-01,21,2022-03-01 00:00:00,8.20943341e-08,2022-03-01 00:00:00,STATION11,2022,
2022-04-01,22,2022-04-01 00:00:00,4.23711516e-08,2022-04-01 00:00:00,STATION11,2022,
2022-05-01,30,2022-05-01 00:00:00,3.52302854e-08,2022-05-01 00:00:00,STATION11,2022,
2022-06-01,46,2022-06-01 00:00:00,2.40096707e-08,2022-06-01 00:00:00,STATION11,2022,
2022-07-01,33,2022-07-01 00:00:00,1.69336408e-08,2022-07-01 00:00:00,STATION11,2022,
2022-08-01,34,2022-08-01 00:00:00,1.19847181e-08,2022-08-01 00:00:00,STATION11,2022,
2022-09-01,37,2022-09-01 00:00:00,1.28974026e-08,2022-09-01 00:00:00,STATION11,2022,
2022-10-01,56,2022-10-01 00:00:00,4.25391344e-08,2022-10-01 00:00:00,STATION11,2022,
2022-11-01,38,2022-11-01 00:00:00,5.37620414e-08,2022-11-01 00:00:00,STATION11,2022,
2022-12-01,43,2022-12-01 00:00:00,7.69216285e-08,2022-12-01 00:00:00,STATION11,2022,
2018-01-01,18,2018-01-01 00:00:00,1.61680176e-07,2018-01-01 00:00:00,STATION 12 SDA,2018,
2018-02-01,17,2018-02-01 00:00:00,8.26049696e-08,2018-02-01 00:00:00,STATION 12 SDA,2018,
2018-03-01,12,2018-03-01 00:00:00,5.15410611e-08,2018-03-01 00:00:00,STATION 12 SDA,2018,
2018-04-01,11,2018-04-01 00:00:00,5.45453688e-08,2018-04-01 00:00:00,STATION 12 SDA,2018,
2018-05-01,15,2018-05-01 00:00:00,2.78506967e-08,2018-05-01 00:00:00,STATION 12 SDA,2018,
2018-06-01,31,2018-06-01 00:00:00,2.06731444e-08,2018-06-01 00:00:00,STATION 12 SDA,2018,
2018-07-01,31,2018-07-01 00:00:00,1.4433399e-08,2018-07-01 00:00:00,STATION 12 SDA,2018,
2018-08-01,22,2018-08-01 00:00:00,1.00977091e-08,2018-08-01 00:00:00,STATION 12 SDA,2018,
2018-09-01,15,2018-09-01 00:00:00,1.4949343e-08,2018-09-01 00:00:00,STATION 12 SDA,2018,
2018-10-01,30,2018-10-01 00:00:00,2.66437136e-08,2018-10-01 00:00:00,STATION 12 SDA,2018,
2018-11-01,18,2018-11-01 00:00:00,4.2237292e-08,2018-11-01 00:00:00,STATION 12 SDA,2018,
2018-12-01,20,2018-12-01 00:00:00,1.34906335e-07,2018-12-01 00:00:00,STATION 12 SDA,2018,
2019-01-01,25,2019-01-01 00:00:00,8.80164325e-08,2019-01-01 00:00:00,STATION 12 SDA,2019,
2019-02-01,30,2019-02-01 00:00:00,1.01658351e-07,2019-02-01 00:00:00,STATION 12 SDA,2019,
2019-03-01,26,2019-03-01 00:00:00,5.55682514e-08,2019-03-01 00:00:00,STATION 12 SDA,2019,
2019-04-01,20,2019-04-01 00:00:00,4.36338896e-08,2019-04-01 00:00:00,STATION 12 SDA,2019,
2019-05-01,22,2019-05-01 00:00:00,2.53620374e-08,2019-05-01 00:00:00,STATION 12 SDA,2019,
2019-06-01,31,2019-06-01 00:00:00,1.61142121e-08,2019-06-01 00:00:00,STATION 12 SDA,2019,
2019-07-01,29,2019-07-01 00:00:00,1.31156442e-08,2019-07-01 00:00:00,STATION 12 SDA,2019,
2019-08-01,29,2019-08-01 00:00:00,9.57207331e-09,2019-08-01 00:00:00,STATION 12 SDA,2019,
2019-09-01,28,2019-09-01 00:00:00,1.8680536e-08,2019-09-01 00:00:00,STATION 12 SDA,2019,
2019-10-01,26,2019-10-01 00:00:00,1.85109857e-08,2019-10-01 00:00:00,STATION 12 SDA,2019,
2019-11-01,18,2019-11-01 00:00:00,3.40312317e-08,2019-11-01 00:00:00,STATION 12 SDA,2019,
2019-12-01,21,2019-12-01 00:00:00,6.55532141e-08,2019-12-01 00:00:00,STATION 12 SDA,2019,
2020-01-01,9,2020-01-01 00:00:00,1.67077488e-07,2020-01-01 00:00:00,STATION 12 SDA,2020,
2020-02-01,8,2020-02-01 00:00:00,1.53799385e-07,2020-02-01 00:00:00,STATION 12 SDA,2020,
2020-03-01,11,2020-03-01 00:00:00,6.04906276e-08,2020-03-01 00:00:00,STATION 12 SDA,2020,
2020-04-01,10,2020-04-01 00:00:00,4.61113001e-08,2020-04-01 00:00:00,STATION 12 SDA,2020,
2020-05-01,8,2020-05-01 00:00:00,2.95724061e-08,2020-05-01 00:00:00,STATION 12 SDA,2020,
2020-06-01,13,2020-06-01 00:00:00,1.95654079e-08,2020-06-01 00:00:00,STATION 12 SDA,2020,
2020-07-01,8,2020-07-01 00:00:00,1.14444191e-08,2020-07-01 00:00:00,STATION 12 SDA,2020,
2020-08-01,5,2020-08-01 00:00:00,1.03360618e-08,2020-08-01 00:00:00,STATION 12 SDA,2020,
2020-09-01,9,2020-09-01 00:00:00,1.35499369e-08,2020-09-01 00:00:00,STATION 12 SDA,2020,
2020-10-01,7,2020-10-01 00:00:00,2.91190432e-08,2020-10-01 00:00:00,STATION 12 SDA,2020,
2020-11-01,10,2020-11-01 00:00:00,6.14840907e-08,2020-11-01 00:00:00,STATION 12 SDA,2020,
2020-12-01,12,2020-12-01 00:00:00,6.58498946e-08,2020-12-01 00:00:00,STATION 12 SDA,2020,
2021-01-01,10,2021-01-01 00:00:00,9.1823012e-08,2021-01-01 00:00:00,STATION 12 SDA,2021,
2021-02-01,10,2021-02-01 00:00:00,1.42590271e-07,2021-02-01 00:00:00,STATION 12 SDA,2021,
2021-03-01,6,2021-03-01 00:00:00,8.68114439e-08,2021-03-01 00:00:00,STATION 12 SDA,2021,
2021-04-01,10,2021-04-01 00:00:00,5.13954466e-08,2021-04-01 00:00:00,STATION 12 SDA,2021,
2021-05-01,15,2021-05-01 00:00:00,2.42332272e-08,2021-05-01 00:00:00,STATION 12 SDA,2021,
2021-06-01,19,2021-06-01 00:00:00,2.19329146e-08,2021-06-01 00:00:00,STATION 12 SDA,2021,
2021-07-01,20,2021-07-01 00:00:00,1.74047989e-08,2021-07-01 00:00:00,STATION 12 SDA,2021,
2021-08-01,20,2021-08-01 00:00:00,1.1581712e-08,2021-08-01 00:00:00,STATION 12 SDA,2021,
2021-09-01,12,2021-09-01 00:00:00,2.01708974e-08,2021-09-01 00:00:00,STATION 12 SDA,2021,
2021-10-01,26,2021-10-01 00:00:00,2.77164292e-08,2021-10-01 00:00:00,STATION 12 SDA,2021,
2021-11-01,17,2021-11-01 00:00:00,3.62017765e-08,2021-11-01 00:00:00,STATION 12 SDA,2021,
2021-12-01,16,2021-12-01 00:00:00,1.33005604e-07,2021-12-01 00:00:00,STATION 12 SDA,2021,
2022-01-01,20,2022-01-01 00:00:00,1.2546636e-07,2022-01-01 00:00:00,STATION 12 SDA,2022,
2022-02-01,13,2022-02-01 00:00:00,1.39900662e-07,2022-02-01 00:00:00,STATION 12 SDA,2022,
2022-03-01,12,2022-03-01 00:00:00,9.17235174e-08,2022-03-01 00:00:00,STATION 12 SDA,2022,
2022-04-01,12,2022-04-01 00:00:00,4.124652e-08,2022-04-01 00:00:00,STATION 12 SDA,2022,
2022-05-01,11,2022-05-01 00:00:00,3.55459402e-08,2022-05-01 00:00:00,STATION 12 SDA,2022,
2022-06-01,24,2022-06-01 00:00:00,2.26663461e-08,2022-06-01 00:00:00,STATION 12 SDA,2022,
2022-07-01,21,2022-07-01 00:00:00,1.61696755e-08,2022-07-01 00:00:00,STATION 12 SDA,2022,
2022-08-01,17,2022-08-01 00:00:00,1.11704482e-08,2022-08-01 00:00:00,STATION 12 SDA,2022,
2022-09-01,16,2022-09-01 00:00:00,1.20067165e-08,2022-09-01 00:00:00,STATION 12 SDA,2022,
2022-10-01,24,2022-10-01 00:00:00,4.1174591e-08,2022-10-01 00:00:00,STATION 12 SDA,2022,
2022-11-01,21,2022-11-01 00:00:00,5.37434448e-08,2022-11-01 00:00:00,STATION 12 SDA,2022,
2022-12-01,24,2022-12-01 00:00:00,7.45865752e-08,2022-12-01 00:00:00,STATION 12 SDA,2022,
